plot_id,zone_code,ward_code,current_use,plot_area_sqm,max_far,max_height_m,zoning_block_id,owner_name,household_size,income_band,occupancy_type,tenure_years,zoning_block_final,status_vs_0,status
PLT00148,RZ_RES_HIGH,WARD_11,APARTMENT_BLOCK,195.3,1.82,29.0,0,Divya Iyer,2,LOW,GOVT_QUARTERS,11,147,Same zoning block,STABLE_CLUSTER
PLT00149,RZ_PARK,WARD_04,PARK_OPEN_SPACE,143.8,0.5,9,0,Priya Sharma,7,UPPER_MID,OWNED,25,148,Same zoning block,GREEN_BUFFER
PLT00150,RZ_RES_HIGH,WARD_27,APARTMENT_BLOCK,159.8,2.01,20.0,0,Ananya Naidu,4,UPPER_MID,RENTED,27,149,Same zoning block,STABLE_CLUSTER
PLT00151,RZ_RES_HIGH,WARD_03,RESIDENTIAL,226.2,2.1,15.0,0,Vikram Reddy,3,HIGH,OWNED,15,150,Same zoning block,STABLE_CLUSTER
PLT00152,RZ_RES_HIGH,WARD_08,RESIDENTIAL,264.0,1.93,17.0,0,Kiran Shetty,7,HIGH,RENTED,23,151,Same zoning block,STABLE_CLUSTER
PLT00153,RZ_PARK,WARD_23,RESIDENTIAL,506.6,0.5,9,0,Raghav Rao,5,LOW,OWNED,35,152,Same zoning block,GREEN_BUFFER
PLT00154,RZ_RES_LOW,WARD_21,PARK_OPEN_SPACE,238.8,1.9,25.0,0,Vikram Reddy,2,UPPER_MID,GOVT_QUARTERS,16,153,Same zoning block,STABLE_CLUSTER
PLT00155,RZ_RES_LOW,WARD_40,APARTMENT_BLOCK,387.8,2.42,16.0,0,Ananya Naidu,3,UPPER_MID,RENTED,18,154,Same zoning block,STABLE_CLUSTER
PLT00156,RZ_PARK,WARD_06,APARTMENT_BLOCK,1051.1,0.5,9,0,Meera Iyer,3,MID,GOVT_QUARTERS,8,155,Same zoning block,GREEN_BUFFER
PLT00157,RZ_PARK,WARD_41,RESIDENTIAL,660.2,0.5,9,0,Divya Reddy,8,MID,OWNED,29,156,Same zoning block,GREEN_BUFFER
PLT00158,RZ_PARK,WARD_10,RESIDENTIAL,168.2,0.5,9,0,Vikram Reddy,3,HIGH,RENTED,10,157,Same zoning block,GREEN_BUFFER
PLT00159,RZ_PARK,WARD_05,RESIDENTIAL,1144.0,0.5,9,0,Vikram Sharma,5,UPPER_MID,RENTED,30,158,Same zoning block,GREEN_BUFFER
PLT00160,RZ_PARK,WARD_29,PARK_OPEN_SPACE,1112.8,0.5,9,0,Divya Iyer,7,MID,RENTED,16,159,Same zoning block,GREEN_BUFFER
PLT00161,RZ_RES_LOW,WARD_29,RESIDENTIAL,253.5,2.13,27.0,0,Divya Iyer,2,MID,RENTED,8,160,Same zoning block,STABLE_CLUSTER
PLT00162,RZ_RES_HIGH,WARD_30,APARTMENT_BLOCK,93.9,1.87,19.0,0,Vikram Sharma,8,LOW,RENTED,25,161,Same zoning block,STABLE_CLUSTER
PLT00163,RZ_PARK,WARD_25,APARTMENT_BLOCK,717.4,0.5,9,0,Raghav Rao,5,HIGH,OWNED,25,162,Same zoning block,GREEN_BUFFER
PLT00164,RZ_RES_HIGH,WARD_33,RESIDENTIAL,434.4,1.95,27.0,0,Meera Iyer,7,LOW,RENTED,26,163,Same zoning block,STABLE_CLUSTER
PLT00165,RZ_RES_LOW,WARD_03,RESIDENTIAL,341.8,2.49,23.0,0,Divya Iyer,3,MID,OWNED,35,164,Same zoning block,STABLE_CLUSTER
PLT00166,RZ_RES_HIGH,WARD_25,APARTMENT_BLOCK,366.6,2.18,16.0,0,Vikram Sharma,7,MID,GOVT_QUARTERS,16,165,Same zoning block,STABLE_CLUSTER
PLT00167,RZ_RES_LOW,WARD_36,PARK_OPEN_SPACE,223.0,1.75,28.0,0,Divya Iyer,8,HIGH,OWNED,8,166,Same zoning block,STABLE_CLUSTER
PLT00168,RZ_PARK,WARD_43,RESIDENTIAL,1104.3,0.5,9,0,Vikram Reddy,7,UPPER_MID,GOVT_QUARTERS,25,167,Same zoning block,GREEN_BUFFER
PLT00169,RZ_PARK,WARD_06,APARTMENT_BLOCK,692.8,0.5,9,0,Vikram Sharma,8,MID,GOVT_QUARTERS,27,168,Same zoning block,GREEN_BUFFER
PLT00170,RZ_PARK,WARD_48,PARK_OPEN_SPACE,1099.3,0.5,9,0,Ananya Naidu,7,UPPER_MID,RENTED,17,169,Same zoning block,GREEN_BUFFER
PLT00171,RZ_RES_LOW,WARD_24,APARTMENT_BLOCK,146.7,1.71,29.0,0,Priya Sharma,3,HIGH,GOVT_QUARTERS,10,170,Same zoning block,STABLE_CLUSTER
PLT00172,RZ_RES_LOW,WARD_19,RESIDENTIAL,267.8,2.04,26.0,0,Kiran Shetty,2,MID,RENTED,10,171,Same zoning block,STABLE_CLUSTER
PLT00173,RZ_PARK,WARD_25,RESIDENTIAL,236.6,0.5,9,0,Divya Iyer,8,HIGH,RENTED,20,172,Same zoning block,GREEN_BUFFER
PLT00174,RZ_RES_LOW,WARD_27,APARTMENT_BLOCK,330.3,1.74,22.0,0,Vikram Reddy,8,UPPER_MID,GOVT_QUARTERS,23,173,Same zoning block,STABLE_CLUSTER
PLT00175,RZ_RES_LOW,WARD_20,APARTMENT_BLOCK,414.5,1.69,25.0,0,Divya Iyer,5,UPPER_MID,OWNED,30,174,Same zoning block,STABLE_CLUSTER
PLT00176,RZ_RES_HIGH,WARD_33,PARK_OPEN_SPACE,234.9,1.66,18.0,0,Divya Iyer,3,MID,GOVT_QUARTERS,26,175,Same zoning block,STABLE_CLUSTER
PLT00177,RZ_RES_HIGH,WARD_24,PARK_OPEN_SPACE,425.7,2.21,23.0,0,Ananya Naidu,4,LOW,GOVT_QUARTERS,14,176,Same zoning block,STABLE_CLUSTER
PLT00178,RZ_RES_HIGH,WARD_33,RESIDENTIAL,387.5,1.59,29.0,0,Priya Sharma,4,LOW,OWNED,7,177,Same zoning block,STABLE_CLUSTER
PLT00179,RZ_RES_HIGH,WARD_33,APARTMENT_BLOCK,167.2,2.49,21.0,0,Raghav Rao,4,LOW,RENTED,26,178,Same zoning block,STABLE_CLUSTER
PLT00180,RZ_RES_HIGH,WARD_10,RESIDENTIAL,94.2,2.42,22.0,0,Ashwin Shetty,8,UPPER_MID,OWNED,25,179,Same zoning block,STABLE_CLUSTER
PLT00181,RZ_RES_LOW,WARD_06,RESIDENTIAL,174.7,2.33,23.0,0,Divya Iyer,6,UPPER_MID,GOVT_QUARTERS,30,180,Same zoning block,STABLE_CLUSTER
PLT00182,RZ_RES_HIGH,WARD_16,APARTMENT_BLOCK,125.1,1.74,25.0,0,Divya Iyer,5,LOW,GOVT_QUARTERS,32,181,Same zoning block,STABLE_CLUSTER
PLT00183,RZ_RES_HIGH,WARD_39,PARK_OPEN_SPACE,86.1,2.02,19.0,0,Ashwin Shetty,4,UPPER_MID,GOVT_QUARTERS,25,182,Same zoning block,STABLE_CLUSTER
PLT00184,RZ_RES_HIGH,WARD_16,PARK_OPEN_SPACE,234.1,2.16,16.0,0,Meera Iyer,2,LOW,OWNED,33,183,Same zoning block,STABLE_CLUSTER
PLT00185,RZ_RES_HIGH,WARD_03,PARK_OPEN_SPACE,223.1,1.87,26.0,0,Meera Iyer,8,LOW,OWNED,13,184,Same zoning block,STABLE_CLUSTER
PLT00186,RZ_PARK,WARD_43,PARK_OPEN_SPACE,169.2,0.5,9,0,Divya Iyer,7,MID,GOVT_QUARTERS,7,185,Same zoning block,GREEN_BUFFER
PLT00187,RZ_RES_HIGH,WARD_35,APARTMENT_BLOCK,381.0,1.68,27.0,0,Priya Sharma,7,UPPER_MID,RENTED,11,186,Same zoning block,STABLE_CLUSTER
PLT00188,RZ_RES_LOW,WARD_05,PARK_OPEN_SPACE,367.2,1.96,19.0,0,Raghav Rao,8,HIGH,GOVT_QUARTERS,16,187,Same zoning block,STABLE_CLUSTER
PLT00189,RZ_RES_HIGH,WARD_33,APARTMENT_BLOCK,446.0,2.04,19.0,0,Vikram Sharma,3,MID,OWNED,33,188,Same zoning block,STABLE_CLUSTER
PLT00190,RZ_RES_LOW,WARD_42,APARTMENT_BLOCK,181.1,2.3,22.0,0,Raghav Shetty,7,UPPER_MID,OWNED,16,189,Same zoning block,STABLE_CLUSTER
PLT00191,RZ_RES_LOW,WARD_32,PARK_OPEN_SPACE,264.1,2.42,23.0,0,Ananya Naidu,7,UPPER_MID,GOVT_QUARTERS,19,190,Same zoning block,STABLE_CLUSTER
PLT00192,RZ_PARK,WARD_12,PARK_OPEN_SPACE,387.8,0.5,9,0,Ananya Naidu,2,MID,RENTED,15,191,Same zoning block,GREEN_BUFFER
PLT00193,RZ_RES_HIGH,WARD_29,PARK_OPEN_SPACE,345.5,1.67,22.0,0,Priya Sharma,2,MID,RENTED,19,192,Same zoning block,STABLE_CLUSTER
PLT00194,RZ_RES_HIGH,WARD_41,RESIDENTIAL,107.8,2.14,20.0,0,Vikram Sharma,3,LOW,GOVT_QUARTERS,33,193,Same zoning block,STABLE_CLUSTER
PLT00195,RZ_PARK,WARD_44,APARTMENT_BLOCK,90.0,0.5,9,0,Ananya Naidu,3,MID,OWNED,18,194,Same zoning block,GREEN_BUFFER
PLT00196,RZ_PARK,WARD_03,PARK_OPEN_SPACE,226.5,0.5,9,0,Priya Sharma,4,MID,OWNED,30,195,Same zoning block,GREEN_BUFFER
PLT00197,RZ_RES_LOW,WARD_37,RESIDENTIAL,275.9,1.9,25.0,0,Divya Reddy,2,LOW,RENTED,11,196,Same zoning block,STABLE_CLUSTER
PLT00198,RZ_RES_HIGH,WARD_34,APARTMENT_BLOCK,418.0,1.62,27.0,0,Priya Sharma,3,MID,RENTED,35,197,Same zoning block,STABLE_CLUSTER
PLT00199,RZ_RES_HIGH,WARD_13,RESIDENTIAL,130.2,1.57,18.0,0,Priya Sharma,2,MID,RENTED,17,198,Same zoning block,STABLE_CLUSTER
PLT00200,RZ_PARK,WARD_05,PARK_OPEN_SPACE,673.5,0.5,9,0,Vikram Reddy,8,HIGH,RENTED,28,199,Same zoning block,GREEN_BUFFER
PLT00201,RZ_PARK,WARD_41,RESIDENTIAL,962.8,0.5,9,0,Kiran Shetty,3,LOW,GOVT_QUARTERS,31,200,Same zoning block,GREEN_BUFFER
PLT00202,RZ_RES_LOW,WARD_16,APARTMENT_BLOCK,89.7,2.05,21.0,0,Kiran Shetty,3,LOW,GOVT_QUARTERS,15,201,Same zoning block,STABLE_CLUSTER
PLT00203,RZ_RES_HIGH,WARD_46,PARK_OPEN_SPACE,257.1,1.91,21.0,0,Divya Iyer,2,HIGH,OWNED,26,202,Same zoning block,STABLE_CLUSTER
PLT00204,RZ_RES_LOW,WARD_29,APARTMENT_BLOCK,331.6,1.84,28.0,0,Kiran Shetty,7,HIGH,GOVT_QUARTERS,19,203,Same zoning block,STABLE_CLUSTER
PLT00205,RZ_PARK,WARD_04,RESIDENTIAL,645.8,0.5,9,0,Vikram Reddy,3,HIGH,OWNED,35,204,Same zoning block,GREEN_BUFFER
PLT00206,RZ_PARK,WARD_15,APARTMENT_BLOCK,1139.6,0.5,9,0,Kiran Shetty,4,LOW,OWNED,12,205,Same zoning block,GREEN_BUFFER
PLT00207,RZ_PARK,WARD_36,APARTMENT_BLOCK,193.9,0.5,9,0,Vikram Reddy,6,LOW,RENTED,26,206,Same zoning block,GREEN_BUFFER
PLT00208,RZ_RES_LOW,WARD_38,PARK_OPEN_SPACE,137.1,2.16,26.0,0,Divya Iyer,4,LOW,GOVT_QUARTERS,8,207,Same zoning block,STABLE_CLUSTER
PLT00209,RZ_RES_LOW,WARD_42,PARK_OPEN_SPACE,177.9,1.71,24.0,0,Divya Iyer,7,LOW,OWNED,34,208,Same zoning block,STABLE_CLUSTER
PLT00210,RZ_PARK,WARD_35,APARTMENT_BLOCK,788.2,0.5,9,0,Vikram Reddy,5,HIGH,RENTED,18,209,Same zoning block,GREEN_BUFFER
PLT00211,RZ_RES_HIGH,WARD_30,RESIDENTIAL,334.8,1.66,21.0,0,Priya Sharma,3,MID,RENTED,10,210,Same zoning block,STABLE_CLUSTER
PLT00212,RZ_RES_HIGH,WARD_46,APARTMENT_BLOCK,351.7,2.36,30.0,0,Ashwin Shetty,8,MID,RENTED,23,211,Same zoning block,STABLE_CLUSTER
PLT00213,RZ_RES_LOW,WARD_21,RESIDENTIAL,252.6,1.77,19.0,0,Ananya Naidu,2,MID,OWNED,33,212,Same zoning block,STABLE_CLUSTER
PLT00214,RZ_PARK,WARD_27,RESIDENTIAL,1157.1,0.5,9,0,Ashwin Shetty,8,MID,RENTED,29,213,Same zoning block,GREEN_BUFFER
PLT00215,RZ_RES_HIGH,WARD_13,RESIDENTIAL,264.4,2.01,22.0,0,Vikram Reddy,5,LOW,GOVT_QUARTERS,18,214,Same zoning block,STABLE_CLUSTER
PLT00216,RZ_PARK,WARD_30,RESIDENTIAL,297.4,0.5,9,0,Meera Iyer,2,LOW,OWNED,21,215,Same zoning block,GREEN_BUFFER
PLT00217,RZ_PARK,WARD_42,PARK_OPEN_SPACE,591.2,0.5,9,0,Kiran Shetty,2,LOW,OWNED,10,216,Same zoning block,GREEN_BUFFER
PLT00218,RZ_RES_HIGH,WARD_47,APARTMENT_BLOCK,362.6,1.87,21.0,0,Divya Iyer,6,HIGH,OWNED,23,217,Same zoning block,STABLE_CLUSTER
PLT00219,RZ_RES_HIGH,WARD_05,APARTMENT_BLOCK,266.6,2.26,19.0,0,Divya Iyer,7,LOW,GOVT_QUARTERS,9,218,Same zoning block,STABLE_CLUSTER
PLT00220,RZ_RES_HIGH,WARD_24,APARTMENT_BLOCK,286.4,1.87,17.0,0,Divya Iyer,6,UPPER_MID,RENTED,7,219,Same zoning block,STABLE_CLUSTER
PLT00221,RZ_RES_LOW,WARD_03,RESIDENTIAL,344.0,2.3,23.0,0,Ashwin Shetty,6,HIGH,OWNED,35,220,Same zoning block,STABLE_CLUSTER
PLT00222,RZ_PARK,WARD_21,RESIDENTIAL,501.9,0.5,9,0,Divya Iyer,7,MID,RENTED,16,221,Same zoning block,GREEN_BUFFER
PLT00223,RZ_PARK,WARD_33,PARK_OPEN_SPACE,613.3,0.5,9,0,Divya Iyer,4,UPPER_MID,GOVT_QUARTERS,17,222,Same zoning block,GREEN_BUFFER
PLT00224,RZ_RES_HIGH,WARD_44,RESIDENTIAL,442.6,2.08,27.0,0,Vikram Sharma,2,UPPER_MID,OWNED,26,223,Same zoning block,STABLE_CLUSTER
PLT00225,RZ_PARK,WARD_37,RESIDENTIAL,879.6,0.5,9,0,Divya Iyer,5,HIGH,RENTED,26,224,Same zoning block,GREEN_BUFFER
PLT00226,RZ_PARK,WARD_40,APARTMENT_BLOCK,219.9,0.5,9,0,Vikram Sharma,3,LOW,RENTED,28,225,Same zoning block,GREEN_BUFFER
PLT00227,RZ_RES_LOW,WARD_13,RESIDENTIAL,243.2,1.92,21.0,0,Divya Reddy,5,UPPER_MID,RENTED,29,226,Same zoning block,STABLE_CLUSTER
PLT00228,RZ_RES_LOW,WARD_46,RESIDENTIAL,271.9,2.06,30.0,0,Priya Sharma,6,UPPER_MID,OWNED,11,227,Same zoning block,STABLE_CLUSTER
PLT00229,RZ_RES_HIGH,WARD_35,APARTMENT_BLOCK,282.1,2.18,28.0,0,Vikram Sharma,7,MID,RENTED,21,228,Same zoning block,STABLE_CLUSTER
PLT00230,RZ_RES_LOW,WARD_16,APARTMENT_BLOCK,286.5,1.72,30.0,0,Vikram Reddy,8,MID,RENTED,12,229,Same zoning block,STABLE_CLUSTER
PLT00231,RZ_PARK,WARD_46,APARTMENT_BLOCK,414.6,0.5,9,0,Meera Iyer,6,MID,OWNED,9,230,Same zoning block,GREEN_BUFFER
PLT00232,RZ_PARK,WARD_44,PARK_OPEN_SPACE,486.6,0.5,9,0,Raghav Shetty,8,MID,GOVT_QUARTERS,15,231,Same zoning block,GREEN_BUFFER
PLT00233,RZ_RES_LOW,WARD_19,PARK_OPEN_SPACE,109.2,2.42,25.0,0,Priya Sharma,3,HIGH,RENTED,14,232,Same zoning block,STABLE_CLUSTER
PLT00234,RZ_PARK,WARD_45,APARTMENT_BLOCK,207.9,0.5,9,0,Divya Iyer,7,HIGH,GOVT_QUARTERS,7,233,Same zoning block,GREEN_BUFFER
PLT00235,RZ_PARK,WARD_34,RESIDENTIAL,783.6,0.5,9,0,Raghav Rao,2,UPPER_MID,OWNED,28,234,Same zoning block,GREEN_BUFFER
PLT00236,RZ_RES_HIGH,WARD_07,PARK_OPEN_SPACE,365.2,1.51,23.0,0,Ashwin Shetty,5,UPPER_MID,OWNED,26,235,Same zoning block,STABLE_CLUSTER
PLT00237,RZ_RES_LOW,WARD_49,APARTMENT_BLOCK,198.8,2.15,29.0,0,Ananya Naidu,7,HIGH,RENTED,29,236,Same zoning block,STABLE_CLUSTER
PLT00238,RZ_PARK,WARD_03,RESIDENTIAL,530.6,0.5,9,0,Ashwin Shetty,2,UPPER_MID,OWNED,11,237,Same zoning block,GREEN_BUFFER
PLT00239,RZ_PARK,WARD_19,RESIDENTIAL,60.7,0.5,9,0,Divya Iyer,6,LOW,OWNED,15,238,Same zoning block,GREEN_BUFFER
PLT00240,RZ_RES_HIGH,WARD_42,PARK_OPEN_SPACE,274.0,2.39,17.0,0,Kiran Shetty,5,MID,GOVT_QUARTERS,31,239,Same zoning block,STABLE_CLUSTER
PLT00241,RZ_RES_LOW,WARD_22,RESIDENTIAL,350.5,2.15,26.0,0,Raghav Rao,7,MID,OWNED,24,240,Same zoning block,STABLE_CLUSTER
PLT00242,RZ_PARK,WARD_49,RESIDENTIAL,251.8,0.5,9,0,Vikram Sharma,5,UPPER_MID,RENTED,16,241,Same zoning block,GREEN_BUFFER
PLT00243,RZ_RES_LOW,WARD_26,PARK_OPEN_SPACE,115.3,2.48,22.0,0,Divya Reddy,2,MID,OWNED,13,242,Same zoning block,STABLE_CLUSTER
PLT00244,RZ_RES_HIGH,WARD_49,APARTMENT_BLOCK,433.0,1.8,26.0,0,Raghav Rao,4,MID,RENTED,13,243,Same zoning block,STABLE_CLUSTER
PLT00245,RZ_RES_LOW,WARD_43,RESIDENTIAL,252.2,1.66,25.0,0,Vikram Reddy,7,LOW,RENTED,35,244,Same zoning block,STABLE_CLUSTER
PLT00246,RZ_RES_HIGH,WARD_24,PARK_OPEN_SPACE,161.7,2.46,22.0,0,Priya Sharma,7,MID,OWNED,28,245,Same zoning block,STABLE_CLUSTER
PLT00247,RZ_PARK,WARD_31,PARK_OPEN_SPACE,972.3,0.5,9,0,Divya Reddy,8,HIGH,RENTED,30,246,Same zoning block,GREEN_BUFFER
PLT00248,RZ_PARK,WARD_06,PARK_OPEN_SPACE,563.8,0.5,9,0,Meera Iyer,2,LOW,GOVT_QUARTERS,32,247,Same zoning block,GREEN_BUFFER
PLT00249,RZ_PARK,WARD_33,RESIDENTIAL,708.6,0.5,9,0,Ashwin Shetty,3,MID,RENTED,20,248,Same zoning block,GREEN_BUFFER
PLT00250,RZ_RES_LOW,WARD_44,RESIDENTIAL,345.3,1.99,28.0,0,Priya Sharma,8,LOW,OWNED,10,249,Same zoning block,STABLE_CLUSTER
PLT00251,RZ_PARK,WARD_27,APARTMENT_BLOCK,698.5,0.5,9,0,Kiran Shetty,5,MID,RENTED,6,250,Same zoning block,GREEN_BUFFER
PLT00252,RZ_RES_HIGH,WARD_17,RESIDENTIAL,355.9,2.08,16.0,0,Meera Iyer,7,LOW,RENTED,7,251,Same zoning block,STABLE_CLUSTER
PLT00253,RZ_RES_LOW,WARD_31,RESIDENTIAL,186.2,1.68,17.0,0,Vikram Sharma,7,UPPER_MID,OWNED,34,252,Same zoning block,STABLE_CLUSTER
PLT00254,RZ_RES_HIGH,WARD_29,APARTMENT_BLOCK,219.0,2.18,25.0,0,Kiran Shetty,3,MID,GOVT_QUARTERS,11,253,Same zoning block,STABLE_CLUSTER
PLT00255,RZ_PARK,WARD_26,PARK_OPEN_SPACE,196.4,0.5,9,0,Divya Reddy,8,LOW,GOVT_QUARTERS,15,254,Same zoning block,GREEN_BUFFER
PLT00256,RZ_RES_HIGH,WARD_44,PARK_OPEN_SPACE,281.4,2.03,27.0,0,Divya Reddy,5,MID,GOVT_QUARTERS,14,255,Same zoning block,STABLE_CLUSTER
PLT00257,RZ_RES_LOW,WARD_47,RESIDENTIAL,91.9,2.16,24.0,0,Raghav Rao,3,HIGH,GOVT_QUARTERS,9,256,Same zoning block,STABLE_CLUSTER
PLT00258,RZ_PARK,WARD_03,APARTMENT_BLOCK,737.5,0.5,9,0,Raghav Rao,3,LOW,OWNED,20,257,Same zoning block,GREEN_BUFFER
PLT00259,RZ_RES_LOW,WARD_35,RESIDENTIAL,359.1,2.28,17.0,0,Vikram Reddy,3,MID,RENTED,25,258,Same zoning block,STABLE_CLUSTER
PLT00260,RZ_PARK,WARD_21,RESIDENTIAL,397.0,0.5,9,0,Ashwin Shetty,7,HIGH,OWNED,15,259,Same zoning block,GREEN_BUFFER
PLT00261,RZ_RES_HIGH,WARD_04,PARK_OPEN_SPACE,431.0,2.38,29.0,0,Vikram Sharma,7,UPPER_MID,RENTED,21,260,Same zoning block,STABLE_CLUSTER
PLT00262,RZ_RES_LOW,WARD_23,PARK_OPEN_SPACE,328.4,2.29,20.0,0,Raghav Shetty,5,HIGH,OWNED,18,261,Same zoning block,STABLE_CLUSTER
PLT00263,RZ_RES_LOW,WARD_49,PARK_OPEN_SPACE,255.2,2.35,20.0,0,Ashwin Shetty,8,UPPER_MID,GOVT_QUARTERS,23,262,Same zoning block,STABLE_CLUSTER
PLT00264,RZ_RES_HIGH,WARD_27,PARK_OPEN_SPACE,276.1,1.89,19.0,0,Meera Iyer,7,LOW,OWNED,33,263,Same zoning block,STABLE_CLUSTER
PLT00265,RZ_RES_HIGH,WARD_06,PARK_OPEN_SPACE,348.1,1.69,19.0,0,Vikram Sharma,6,LOW,GOVT_QUARTERS,12,264,Same zoning block,STABLE_CLUSTER
PLT00266,RZ_PARK,WARD_47,PARK_OPEN_SPACE,692.7,0.5,9,0,Priya Sharma,3,MID,OWNED,35,265,Same zoning block,GREEN_BUFFER
PLT00267,RZ_RES_LOW,WARD_14,RESIDENTIAL,436.0,1.62,30.0,0,Priya Sharma,3,HIGH,OWNED,35,266,Same zoning block,STABLE_CLUSTER
PLT00268,RZ_RES_LOW,WARD_36,APARTMENT_BLOCK,366.9,1.88,23.0,0,Meera Iyer,4,MID,OWNED,22,267,Same zoning block,STABLE_CLUSTER
PLT00269,RZ_RES_HIGH,WARD_30,RESIDENTIAL,377.0,2.22,26.0,0,Meera Iyer,3,MID,OWNED,19,268,Same zoning block,STABLE_CLUSTER
PLT00270,RZ_RES_LOW,WARD_37,RESIDENTIAL,354.3,1.52,23.0,0,Divya Iyer,6,UPPER_MID,OWNED,10,269,Same zoning block,STABLE_CLUSTER
PLT00271,RZ_RES_LOW,WARD_22,RESIDENTIAL,220.5,2.33,22.0,0,Vikram Sharma,7,MID,OWNED,30,270,Same zoning block,STABLE_CLUSTER
PLT00272,RZ_RES_HIGH,WARD_47,PARK_OPEN_SPACE,353.6,1.96,26.0,0,Meera Iyer,3,HIGH,RENTED,23,271,Same zoning block,STABLE_CLUSTER
PLT00273,RZ_RES_HIGH,WARD_12,PARK_OPEN_SPACE,446.4,2.46,23.0,0,Ananya Naidu,8,LOW,GOVT_QUARTERS,19,272,Same zoning block,STABLE_CLUSTER
PLT00274,RZ_RES_LOW,WARD_41,RESIDENTIAL,105.1,1.65,18.0,0,Priya Sharma,4,LOW,RENTED,26,273,Same zoning block,STABLE_CLUSTER
PLT00275,RZ_PARK,WARD_40,APARTMENT_BLOCK,808.2,0.5,9,0,Raghav Rao,2,UPPER_MID,GOVT_QUARTERS,6,274,Same zoning block,GREEN_BUFFER
PLT00276,RZ_PARK,WARD_47,APARTMENT_BLOCK,666.1,0.5,9,0,Vikram Reddy,2,UPPER_MID,GOVT_QUARTERS,9,275,Same zoning block,GREEN_BUFFER
PLT00277,RZ_RES_LOW,WARD_34,RESIDENTIAL,169.2,2.12,19.0,0,Meera Iyer,4,UPPER_MID,GOVT_QUARTERS,17,276,Same zoning block,STABLE_CLUSTER
PLT00278,RZ_RES_HIGH,WARD_30,PARK_OPEN_SPACE,170.0,2.2,19.0,0,Ananya Naidu,7,LOW,GOVT_QUARTERS,18,277,Same zoning block,STABLE_CLUSTER
PLT00279,RZ_RES_HIGH,WARD_25,PARK_OPEN_SPACE,256.1,2.14,26.0,0,Ananya Naidu,5,UPPER_MID,RENTED,31,278,Same zoning block,STABLE_CLUSTER
PLT00280,RZ_RES_HIGH,WARD_37,RESIDENTIAL,411.1,2.42,18.0,0,Divya Iyer,5,MID,GOVT_QUARTERS,35,279,Same zoning block,STABLE_CLUSTER
PLT00281,RZ_RES_LOW,WARD_44,APARTMENT_BLOCK,412.7,2.06,15.0,0,Meera Iyer,2,HIGH,RENTED,10,280,Same zoning block,STABLE_CLUSTER
PLT00282,RZ_PARK,WARD_26,RESIDENTIAL,394.2,0.5,9,0,Divya Iyer,3,UPPER_MID,RENTED,34,281,Same zoning block,GREEN_BUFFER
PLT00283,RZ_PARK,WARD_22,APARTMENT_BLOCK,919.0,0.5,9,0,Ashwin Shetty,8,LOW,RENTED,29,282,Same zoning block,GREEN_BUFFER
PLT00284,RZ_RES_HIGH,WARD_04,RESIDENTIAL,241.7,2.34,20.0,0,Divya Iyer,6,UPPER_MID,OWNED,6,283,Same zoning block,STABLE_CLUSTER
PLT00285,RZ_PARK,WARD_18,APARTMENT_BLOCK,614.2,0.5,9,0,Meera Iyer,6,UPPER_MID,OWNED,11,284,Same zoning block,GREEN_BUFFER
PLT00286,RZ_PARK,WARD_38,PARK_OPEN_SPACE,487.1,0.5,9,0,Divya Iyer,4,HIGH,RENTED,8,285,Same zoning block,GREEN_BUFFER
PLT00287,RZ_RES_LOW,WARD_18,RESIDENTIAL,220.6,2.28,17.0,0,Raghav Shetty,4,MID,GOVT_QUARTERS,8,286,Same zoning block,STABLE_CLUSTER
PLT00288,RZ_RES_LOW,WARD_20,APARTMENT_BLOCK,213.2,1.77,17.0,0,Ashwin Shetty,5,UPPER_MID,RENTED,23,287,Same zoning block,STABLE_CLUSTER
PLT00289,RZ_PARK,WARD_27,RESIDENTIAL,80.2,0.5,9,0,Meera Iyer,6,LOW,RENTED,25,288,Same zoning block,GREEN_BUFFER
PLT00290,RZ_RES_HIGH,WARD_25,RESIDENTIAL,188.0,1.89,16.0,0,Kiran Shetty,3,HIGH,RENTED,18,289,Same zoning block,STABLE_CLUSTER
PLT00291,RZ_RES_LOW,WARD_09,APARTMENT_BLOCK,191.4,1.99,16.0,0,Raghav Shetty,4,UPPER_MID,OWNED,21,290,Same zoning block,STABLE_CLUSTER
PLT00292,RZ_RES_LOW,WARD_24,APARTMENT_BLOCK,429.4,2.22,22.0,0,Divya Iyer,3,UPPER_MID,GOVT_QUARTERS,10,291,Same zoning block,STABLE_CLUSTER
PLT00293,RZ_RES_HIGH,WARD_01,APARTMENT_BLOCK,202.9,2.12,27.0,0,Meera Iyer,5,MID,OWNED,32,292,Same zoning block,STABLE_CLUSTER
PLT00294,RZ_PARK,WARD_39,RESIDENTIAL,395.5,0.5,9,0,Divya Iyer,7,HIGH,OWNED,16,293,Same zoning block,GREEN_BUFFER
PLT00295,RZ_RES_LOW,WARD_26,APARTMENT_BLOCK,187.8,2.19,22.0,0,Divya Iyer,8,HIGH,OWNED,18,294,Same zoning block,STABLE_CLUSTER
PLT00296,RZ_RES_HIGH,WARD_26,APARTMENT_BLOCK,122.1,2.06,24.0,0,Kiran Shetty,3,LOW,RENTED,20,295,Same zoning block,STABLE_CLUSTER
